"","id","altura","idade","peso","imc","sexo","escolaridade","profissao","fumante.f","fumante.n","salario","carros","filhos"
"3023",3023,1.52,28,55.72,24.12,"F","Mestrado","Biológicas","não",0,3071.55,3,2
"3024",3024,1.55,27,56.88,23.68,"M","Analfabeto","Exatas","não",0,3187.6,1,1
"3025",3025,1.42,27,51.93,25.75,"M","2º Grau","Humanas","não",0,2693.4,3,0
"3026",3026,1.47,25,53.77,24.88,"F","2º Grau","Exatas","não",0,2877.15,3,1
"3027",3027,1.46,25,53.53,25.11,"F","1º Grau","Exatas","sim",1,2853.22,1,1
"3028",3028,1.64,30,60.66,22.55,"F","Mestrado","Biológicas","sim",1,3566.25,1,2
"3029",3029,1.57,26,57.87,23.48,"F","Mestrado","Biológicas","sim",1,3287.22,3,2
"3030",3030,1.54,30,56.41,23.79,"F","Mestrado","Biológicas","sim",1,3140.85,3,2
"3031",3031,1.43,30,52.1,25.48,"F","2º Grau","Humanas","sim",1,2709.75,3,0
"3032",3032,1.44,23,52.61,25.37,"F","Mestrado","Biológicas","não",0,2760.74,1,2
"3033",3033,1.39,25,50.52,26.15,"F","PósDoc","Exatas","sim",1,2551.61,2,1
"3034",3034,1.64,25,60.62,22.54,"F","1º Grau","Exatas","sim",1,3562.26,0,1
"3035",3035,1.52,30,55.88,24.19,"M","Mestrado","Exatas","não",0,3088.13,0,1
"3036",3036,1.46,25,53.55,25.12,"M","3º Grau","Exatas","sim",1,2854.55,2,1
"3037",3037,1.6,22,59.17,23.11,"F","Analfabeto","Exatas","não",0,3417.43,3,1
"3038",3038,1.67,28,61.78,22.15,"M","Mestrado","Biológicas","não",0,3678.01,3,2
"3039",3039,1.39,29,50.67,26.23,"M","Mestrado","Exatas","sim",1,2567.04,0,1
"3040",3040,1.44,25,52.54,25.34,"F","Doutorado","Biológicas","sim",1,2753.88,3,2
"3041",3041,1.55,30,56.96,23.71,"F","PósDoc","Exatas","não",0,3195.75,0,1
"3042",3042,1.5,29,54.96,24.43,"M","Mestrado","Exatas","não",0,2995.98,1,1
"3043",3043,1.59,28,58.6,23.18,"F","3º Grau","Biológicas","não",0,3360.4,1,2
"3044",3044,1.48,28,54.25,24.77,"M","Analfabeto","Biológicas","sim",1,2925.03,2,2
"3045",3045,1.24,29,44.42,28.89,"F","1º Grau","Exatas","não",0,1942.46,1,1
"3046",3046,1.47,29,53.87,24.93,"F","1º Grau","Humanas","não",0,2886.95,1,0
"3047",3047,1.37,25,49.68,26.47,"M","Analfabeto","Biológicas","sim",1,2468.09,1,2
"3048",3048,1.39,30,50.64,26.21,"M","3º Grau","Exatas","sim",1,2563.69,0,1
"3049",3049,1.5,23,54.82,24.36,"F","2º Grau","Exatas","não",0,2982.15,3,1
"3050",3050,1.6,28,59.07,23.07,"F","Doutorado","Exatas","não",0,3406.92,2,1
"3051",3051,1.55,30,57.01,23.73,"F","PósDoc","Humanas","não",0,3200.5,3,0
"3052",3052,1.55,27,56.84,23.66,"M","Mestrado","Biológicas","não",0,3184.5,1,2
"3053",3053,1.53,32,56.37,24.08,"F","Doutorado","Humanas","sim",1,3136.86,2,0
"3054",3054,1.62,29,59.98,22.85,"F","PósDoc","Humanas","sim",1,3498.03,2,0
"3055",3055,1.5,27,55.09,24.48,"F","Mestrado","Biológicas","não",0,3009.34,0,2
"3056",3056,1.49,27,54.65,24.62,"M","Analfabeto","Biológicas","sim",1,2965.08,0,2
"3057",3057,1.45,31,53.19,25.3,"F","Mestrado","Biológicas","não",0,2819.33,0,2
"3058",3058,1.62,32,59.75,22.77,"M","2º Grau","Humanas","não",0,3475.47,1,0
"3059",3059,1.6,28,59.2,23.12,"F","1º Grau","Humanas","não",0,3419.56,3,0
"3060",3060,1.5,29,55.05,24.47,"F","1º Grau","Biológicas","sim",1,3004.69,3,2
"3061",3061,1.51,28,55.43,24.31,"M","2º Grau","Biológicas","não",0,3042.99,3,2
"3062",3062,1.48,25,54.33,24.8,"M","Analfabeto","Biológicas","não",0,2933.47,2,2
"3063",3063,1.62,29,59.85,22.81,"M","1º Grau","Humanas","sim",1,3484.87,1,0
"3064",3064,1.49,28,54.72,24.65,"M","2º Grau","Exatas","sim",1,2971.74,2,1
"3065",3065,1.32,28,47.9,27.49,"F","2º Grau","Humanas","não",0,2289.59,1,0
"3066",3066,1.4,28,51.02,26.03,"F","PósDoc","Biológicas","não",0,2602.37,2,2
"3067",3067,1.43,26,52.35,25.6,"F","Mestrado","Exatas","não",0,2735.2,1,1
"3068",3068,1.48,28,54.15,24.72,"M","PósDoc","Humanas","sim",1,2915.11,3,0
"3069",3069,1.64,30,60.5,22.49,"M","1º Grau","Biológicas","sim",1,3549.98,3,2
"3070",3070,1.55,26,56.87,23.67,"F","1º Grau","Humanas","sim",1,3187.23,2,0
"3071",3071,1.4,28,51.05,26.05,"M","Doutorado","Exatas","sim",1,2604.78,2,1
"3072",3072,1.54,29,56.52,23.83,"F","PósDoc","Exatas","não",0,3152.04,2,1
"3073",3073,1.39,30,50.46,26.12,"M","Mestrado","Exatas","não",0,2545.9,0,1
"3074",3074,1.45,27,52.89,25.16,"F","PósDoc","Humanas","sim",1,2789.43,0,0
"3075",3075,1.58,28,58.38,23.39,"F","Analfabeto","Humanas","não",0,3338.46,3,0
"3076",3076,1.67,25,61.68,22.12,"M","PósDoc","Biológicas","não",0,3668.23,0,2
"3077",3077,1.53,28,56.01,23.93,"M","Analfabeto","Humanas","não",0,3101.44,3,0
"3078",3078,1.51,30,55.54,24.36,"M","PósDoc","Exatas","não",0,3054.12,0,1
"3079",3079,1.61,26,59.58,22.99,"M","PósDoc","Biológicas","não",0,3458.46,2,2
"3080",3080,1.63,32,60.02,22.59,"M","2º Grau","Exatas","não",0,3502.27,0,1
"3081",3081,1.37,28,49.95,26.61,"F","3º Grau","Exatas","sim",1,2494.74,1,1
"3082",3082,1.57,27,57.96,23.51,"M","Mestrado","Humanas","não",0,3296.14,0,0
"3083",3083,1.41,29,51.52,25.91,"F","PósDoc","Biológicas","não",0,2651.67,2,2
"3084",3084,1.47,27,53.82,24.91,"F","3º Grau","Humanas","sim",1,2881.84,3,0
"3085",3085,1.66,24,61.29,22.24,"M","PósDoc","Humanas","sim",1,3628.83,1,0
"3086",3086,1.53,24,56.03,23.94,"M","1º Grau","Humanas","sim",1,3103.42,2,0
"3087",3087,1.61,29,59.43,22.93,"M","2º Grau","Biológicas","sim",1,3442.68,0,2
"3088",3088,1.5,29,54.86,24.38,"F","2º Grau","Humanas","não",0,2985.62,0,0
"3089",3089,1.53,31,56.34,24.07,"M","Doutorado","Exatas","não",0,3133.87,1,1
"3090",3090,1.51,26,55.41,24.3,"M","Doutorado","Biológicas","não",0,3040.9,3,2
"3091",3091,1.58,30,58.31,23.36,"M","PósDoc","Biológicas","não",0,3331.5,1,2
"3092",3092,1.56,32,57.47,23.62,"F","1º Grau","Biológicas","não",0,3246.56,2,2
"3093",3093,1.61,25,59.41,22.92,"F","Doutorado","Humanas","não",0,3440.54,2,0
"3094",3094,1.54,29,56.44,23.8,"M","2º Grau","Exatas","não",0,3144.14,3,1
"3095",3095,1.62,29,59.65,22.73,"M","3º Grau","Biológicas","sim",1,3465.19,3,2
"3096",3096,1.39,29,50.44,26.11,"M","1º Grau","Humanas","não",0,2544.29,2,0
"3097",3097,1.59,30,58.66,23.2,"F","2º Grau","Humanas","sim",1,3366.15,0,0
"3098",3098,1.58,28,58.26,23.34,"F","Doutorado","Exatas","sim",1,3326.38,0,1
"3099",3099,1.54,28,56.74,23.92,"F","3º Grau","Humanas","não",0,3174.17,2,0
"3100",3100,1.43,33,52.38,25.61,"M","Mestrado","Exatas","não",0,2737.56,3,1
"3101",3101,1.64,30,60.76,22.59,"M","1º Grau","Humanas","não",0,3576.39,3,0
"3102",3102,1.51,26,55.59,24.38,"M","Analfabeto","Humanas","sim",1,3059.44,3,0
"3103",3103,1.46,25,53.26,24.99,"F","2º Grau","Exatas","sim",1,2826.33,2,1
"3104",3104,1.39,31,50.51,26.14,"M","PósDoc","Humanas","sim",1,2550.68,2,0
"3105",3105,1.67,29,61.92,22.2,"F","Analfabeto","Exatas","não",0,3692.47,1,1
"3106",3106,1.54,29,56.73,23.92,"M","1º Grau","Exatas","sim",1,3173.44,2,1
"3107",3107,1.45,25,52.8,25.11,"M","3º Grau","Humanas","sim",1,2780.12,0,0
"3108",3108,1.46,25,53.34,25.02,"M","Doutorado","Biológicas","não",0,2833.84,1,2
"3109",3109,1.5,29,54.87,24.39,"F","Analfabeto","Humanas","não",0,2986.73,1,0
"3110",3110,1.72,30,63.62,21.5,"F","Mestrado","Exatas","não",0,3862.05,0,1
"3111",3111,1.54,30,56.43,23.79,"F","Analfabeto","Biológicas","não",0,3142.76,1,2
"3112",3112,1.53,25,56.38,24.08,"M","Analfabeto","Biológicas","não",0,3138.15,2,2
"3113",3113,1.41,30,51.23,25.77,"M","PósDoc","Biológicas","não",0,2623.33,0,2
"3114",3114,1.42,30,51.91,25.74,"M","Analfabeto","Exatas","sim",1,2691.14,3,1
"3115",3115,1.38,29,50.39,26.46,"F","Analfabeto","Biológicas","sim",1,2538.92,2,2
"3116",3116,1.54,30,56.57,23.85,"M","Mestrado","Humanas","não",0,3157,3,0
"3117",3117,1.54,30,56.8,23.95,"F","3º Grau","Biológicas","não",0,3179.82,1,2
"3118",3118,1.52,26,55.77,24.14,"F","1º Grau","Exatas","não",0,3076.85,1,1
"3119",3119,1.63,27,60.13,22.63,"M","3º Grau","Humanas","não",0,3513.4,1,0
"3120",3120,1.37,28,49.67,26.46,"F","3º Grau","Biológicas","não",0,2466.99,0,2
"3121",3121,1.41,29,51.29,25.8,"F","1º Grau","Exatas","não",0,2629.44,0,1
"3122",3122,1.46,28,53.55,25.12,"M","Doutorado","Biológicas","não",0,2855.42,2,2
"3123",3123,1.47,30,53.73,24.86,"M","Analfabeto","Humanas","sim",1,2873.39,3,0
"3124",3124,1.56,31,57.29,23.54,"F","Analfabeto","Biológicas","não",0,3229.09,2,2
"3125",3125,1.57,28,57.86,23.47,"M","1º Grau","Humanas","não",0,3285.58,3,0
"3126",3126,1.6,28,58.91,23.01,"F","3º Grau","Biológicas","sim",1,3391.5,2,2
"3127",3127,1.48,27,54.31,24.79,"M","1º Grau","Biológicas","não",0,2930.57,3,2
"3128",3128,1.5,30,55.19,24.53,"F","Analfabeto","Humanas","não",0,3019.21,3,0
"3129",3129,1.59,26,58.41,23.1,"F","PósDoc","Exatas","não",0,3341.47,3,1
"3130",3130,1.47,28,53.64,24.82,"M","Mestrado","Humanas","não",0,2864.11,0,0
"3131",3131,1.34,24,48.58,27.06,"M","PósDoc","Biológicas","sim",1,2357.99,2,2
"3132",3132,1.53,28,56.19,24,"M","Analfabeto","Biológicas","não",0,3119.42,0,2
"3133",3133,1.52,27,55.96,24.22,"F","3º Grau","Exatas","não",0,3096.47,0,1
"3134",3134,1.34,28,48.51,27.02,"M","2º Grau","Biológicas","não",0,2351.07,3,2
"3135",3135,1.51,28,55.38,24.29,"F","Doutorado","Exatas","não",0,3038.18,3,1
"3136",3136,1.65,26,61.19,22.48,"F","PósDoc","Biológicas","não",0,3619.25,3,2
"3137",3137,1.63,29,60.08,22.61,"M","PósDoc","Exatas","sim",1,3508.12,1,1
"3138",3138,1.54,30,56.47,23.81,"M","Analfabeto","Humanas","sim",1,3146.66,3,0
"3139",3139,1.46,29,53.42,25.06,"F","3º Grau","Biológicas","sim",1,2842.3,0,2
"3140",3140,1.54,25,56.65,23.89,"F","Analfabeto","Biológicas","não",0,3164.67,0,2
"3141",3141,1.47,23,53.69,24.85,"F","2º Grau","Exatas","não",0,2869.47,3,1
"3142",3142,1.41,29,51.39,25.85,"M","Mestrado","Humanas","não",0,2639.36,3,0
"3143",3143,1.54,32,56.55,23.84,"M","1º Grau","Humanas","sim",1,3154.59,2,0
"3144",3144,1.53,28,56.02,23.93,"M","1º Grau","Biológicas","não",0,3101.88,2,2
"3145",3145,1.56,32,57.55,23.65,"F","Analfabeto","Exatas","sim",1,3254.58,2,1
"3146",3146,1.42,25,51.96,25.77,"F","Doutorado","Biológicas","sim",1,2695.81,1,2
"3147",3147,1.32,29,47.73,27.39,"F","Mestrado","Biológicas","sim",1,2273.24,0,2
"3148",3148,1.63,34,60.12,22.63,"F","PósDoc","Humanas","não",0,3511.83,2,0
"3149",3149,1.49,32,54.44,24.52,"F","Analfabeto","Humanas","sim",1,2943.95,3,0
"3150",3150,1.66,29,61.34,22.26,"M","Doutorado","Exatas","sim",1,3633.74,2,1
"3151",3151,1.61,27,59.58,22.99,"M","3º Grau","Humanas","não",0,3457.97,0,0
"3152",3152,1.42,28,51.96,25.77,"F","3º Grau","Humanas","sim",1,2696.02,1,0
"3153",3153,1.31,27,47.55,27.71,"F","Analfabeto","Biológicas","sim",1,2254.96,0,2
"3154",3154,1.65,25,60.88,22.36,"M","Mestrado","Biológicas","não",0,3587.51,2,2
"3155",3155,1.58,31,58.29,23.35,"M","PósDoc","Biológicas","sim",1,3328.62,3,2
"3156",3156,1.59,23,58.57,23.17,"M","PósDoc","Exatas","não",0,3356.64,3,1
"3157",3157,1.42,29,51.66,25.62,"F","2º Grau","Biológicas","sim",1,2666.45,3,2
"3158",3158,1.4,26,51.16,26.1,"M","Mestrado","Humanas","sim",1,2616.16,0,0
"3159",3159,1.54,27,56.52,23.83,"M","3º Grau","Biológicas","sim",1,3151.96,0,2
"3160",3160,1.81,30,67.44,20.59,"F","1º Grau","Biológicas","não",0,4244.25,3,2
"3161",3161,1.41,31,51.3,25.8,"M","Doutorado","Biológicas","sim",1,2629.64,2,2
"3162",3162,1.43,32,52.05,25.45,"M","1º Grau","Biológicas","não",0,2704.73,1,2
"3163",3163,1.61,30,59.22,22.85,"F","PósDoc","Exatas","não",0,3422.1,3,1
"3164",3164,1.38,26,50.08,26.3,"M","Mestrado","Exatas","não",0,2507.99,0,1
"3165",3165,1.57,28,57.9,23.49,"M","3º Grau","Exatas","não",0,3290.27,3,1
"3166",3166,1.38,33,50.14,26.33,"F","3º Grau","Exatas","sim",1,2513.71,3,1
"3167",3167,1.47,28,53.69,24.85,"F","1º Grau","Exatas","sim",1,2868.67,2,1
"3168",3168,1.41,31,51.37,25.84,"F","1º Grau","Biológicas","não",0,2636.63,3,2
"3169",3169,1.52,28,55.86,24.18,"M","Doutorado","Exatas","não",0,3085.76,2,1
"3170",3170,1.44,29,52.73,25.43,"M","PósDoc","Humanas","não",0,2773.36,1,0
"3171",3171,1.61,29,59.5,22.95,"F","PósDoc","Exatas","não",0,3449.59,3,1
"3172",3172,1.73,24,64.39,21.51,"M","Mestrado","Exatas","sim",1,3938.75,0,1
"3173",3173,1.48,28,54.04,24.67,"F","2º Grau","Humanas","não",0,2904.02,3,0
"3174",3174,1.46,27,53.48,25.09,"M","2º Grau","Biológicas","não",0,2848.13,3,2
"3175",3175,1.44,27,52.75,25.44,"F","1º Grau","Biológicas","não",0,2774.66,1,2
"3176",3176,1.44,29,52.51,25.32,"F","PósDoc","Humanas","sim",1,2751.08,2,0
"3177",3177,1.55,30,56.9,23.68,"M","PósDoc","Humanas","não",0,3190.02,3,0
"3178",3178,1.57,30,57.67,23.4,"F","Mestrado","Biológicas","sim",1,3267.09,3,2
"3179",3179,1.41,26,51.25,25.78,"F","Mestrado","Exatas","sim",1,2625.03,2,1
"3180",3180,1.69,25,62.67,21.94,"M","Doutorado","Exatas","não",0,3766.9,1,1
"3181",3181,1.34,27,48.42,26.97,"M","1º Grau","Exatas","sim",1,2341.93,0,1
"3182",3182,1.51,27,55.49,24.34,"M","3º Grau","Humanas","não",0,3049.2,1,0
"3183",3183,1.36,27,49.54,26.78,"F","Doutorado","Humanas","não",0,2453.88,1,0
"3184",3184,1.47,25,53.95,24.97,"M","3º Grau","Exatas","não",0,2895.23,0,1
"3185",3185,1.51,30,55.32,24.26,"M","PósDoc","Exatas","não",0,3032.14,1,1
"3186",3186,1.46,29,53.21,24.96,"F","3º Grau","Exatas","sim",1,2820.84,1,1
"3187",3187,1.62,28,59.81,22.79,"F","Mestrado","Humanas","sim",1,3481.15,0,0
"3188",3188,1.28,28,46.26,28.23,"F","Analfabeto","Humanas","sim",1,2126.43,0,0
"3189",3189,1.57,27,57.98,23.52,"M","3º Grau","Humanas","sim",1,3297.61,2,0
"3190",3190,1.6,28,58.88,23,"F","Analfabeto","Exatas","não",0,3388.21,3,1
"3191",3191,1.32,27,47.69,27.37,"F","Analfabeto","Exatas","sim",1,2269.21,3,1
"3192",3192,1.36,29,49.23,26.62,"M","Analfabeto","Biológicas","sim",1,2422.66,3,2
"3193",3193,1.62,29,59.83,22.8,"F","Analfabeto","Biológicas","não",0,3482.77,2,2
"3194",3194,1.63,27,60.33,22.71,"F","Analfabeto","Exatas","não",0,3532.54,0,1
"3195",3195,1.4,30,51.17,26.11,"M","2º Grau","Humanas","não",0,2616.57,3,0
"3196",3196,1.44,27,52.49,25.31,"M","1º Grau","Biológicas","sim",1,2749.28,2,2
"3197",3197,1.36,30,49.45,26.74,"F","3º Grau","Biológicas","não",0,2445.44,2,2
"3198",3198,1.59,31,58.44,23.12,"F","Analfabeto","Biológicas","não",0,3343.96,1,2
"3199",3199,1.4,32,50.99,26.02,"F","1º Grau","Biológicas","não",0,2599.28,2,2
"3200",3200,1.47,26,53.76,24.88,"M","Doutorado","Humanas","não",0,2875.96,1,0
"3201",3201,1.66,28,61.54,22.33,"M","Doutorado","Humanas","não",0,3654.07,3,0
"3202",3202,1.43,25,52.3,25.58,"F","Analfabeto","Biológicas","não",0,2730.28,1,2
"3203",3203,1.47,33,53.93,24.96,"F","Analfabeto","Biológicas","não",0,2892.71,3,2
"3204",3204,1.48,29,54.05,24.68,"M","2º Grau","Humanas","não",0,2905.29,3,0
"3205",3205,1.42,30,51.86,25.72,"F","1º Grau","Biológicas","sim",1,2686.43,0,2
"3206",3206,1.53,29,56.16,23.99,"F","1º Grau","Biológicas","não",0,3115.72,2,2
"3207",3207,1.4,28,50.88,25.96,"M","Doutorado","Biológicas","não",0,2587.72,3,2
"3208",3208,1.51,30,55.35,24.28,"M","1º Grau","Exatas","não",0,3035.06,2,1
"3209",3209,1.42,32,51.74,25.66,"M","Analfabeto","Biológicas","não",0,2673.88,2,2
"3210",3210,1.58,23,58.1,23.27,"F","1º Grau","Biológicas","sim",1,3310.22,1,2
"3211",3211,1.46,26,53.42,25.06,"M","PósDoc","Biológicas","sim",1,2841.72,0,2
"3212",3212,1.38,27,50.01,26.26,"F","2º Grau","Biológicas","não",0,2500.72,3,2
"3213",3213,1.6,26,58.81,22.97,"F","Analfabeto","Humanas","sim",1,3381.06,1,0
"3214",3214,1.56,28,57.35,23.57,"F","3º Grau","Humanas","sim",1,3234.67,1,0
"3215",3215,1.54,28,56.69,23.9,"F","3º Grau","Humanas","sim",1,3168.83,0,0
"3216",3216,1.52,27,55.87,24.18,"M","Doutorado","Humanas","não",0,3086.88,0,0
"3217",3217,1.49,30,54.57,24.58,"M","Doutorado","Biológicas","sim",1,2957.2,2,2
"3218",3218,1.39,28,50.48,26.13,"F","Analfabeto","Humanas","não",0,2547.85,3,0
"3219",3219,1.57,29,57.94,23.51,"F","1º Grau","Biológicas","não",0,3294.18,0,2
"3220",3220,1.45,31,53.18,25.29,"M","3º Grau","Exatas","não",0,2817.56,3,1
"3221",3221,1.8,29,66.94,20.66,"F","Mestrado","Humanas","não",0,4193.6,2,0
"3222",3222,1.38,25,50.05,26.28,"M","1º Grau","Humanas","não",0,2505.32,1,0
"3223",3223,1.36,30,49.32,26.67,"F","Analfabeto","Exatas","sim",1,2432,1,1
"3224",3224,1.43,27,52.09,25.47,"M","2º Grau","Biológicas","sim",1,2709.3,0,2
"3225",3225,1.36,31,49.26,26.63,"M","3º Grau","Exatas","não",0,2426.08,1,1
"3226",3226,1.43,29,52.32,25.59,"M","1º Grau","Biológicas","não",0,2731.74,2,2
"3227",3227,1.33,30,48.4,27.36,"F","2º Grau","Humanas","não",0,2339.98,2,0
"3228",3228,1.65,27,61.02,22.41,"M","3º Grau","Exatas","não",0,3602.41,2,1
"3229",3229,1.39,26,50.76,26.27,"F","1º Grau","Exatas","sim",1,2576.43,3,1
"3230",3230,1.28,27,46.34,28.28,"M","Analfabeto","Humanas","não",0,2134.23,0,0
"3231",3231,1.64,31,60.67,22.56,"F","PósDoc","Humanas","não",0,3566.69,3,0
"3232",3232,1.49,27,54.42,24.51,"M","Doutorado","Humanas","não",0,2941.99,2,0
"3233",3233,1.48,27,54.04,24.67,"M","2º Grau","Biológicas","sim",1,2903.6,2,2
"3234",3234,1.28,25,46.2,28.2,"M","Doutorado","Humanas","não",0,2120.05,1,0
"3235",3235,1.49,30,54.55,24.57,"M","Analfabeto","Biológicas","não",0,2954.82,1,2
"3236",3236,1.44,32,52.79,25.46,"F","3º Grau","Humanas","sim",1,2778.87,1,0
"3237",3237,1.43,28,52.3,25.58,"M","Doutorado","Biológicas","não",0,2730.32,3,2
"3238",3238,1.45,27,53.14,25.27,"F","PósDoc","Humanas","sim",1,2813.78,2,0
"3239",3239,1.52,27,55.77,24.14,"M","Analfabeto","Biológicas","sim",1,3076.98,0,2
"3240",3240,1.69,28,62.6,21.92,"M","PósDoc","Exatas","não",0,3760.46,0,1
"3241",3241,1.55,30,56.82,23.65,"F","Analfabeto","Humanas","não",0,3181.54,0,0
"3242",3242,1.43,29,52.25,25.55,"F","Doutorado","Humanas","não",0,2725.44,3,0
"3243",3243,1.42,27,51.88,25.73,"F","PósDoc","Humanas","não",0,2687.83,2,0
"3244",3244,1.53,30,56.15,23.99,"F","2º Grau","Biológicas","não",0,3114.75,2,2
"3245",3245,1.4,26,51.18,26.11,"M","Doutorado","Biológicas","sim",1,2617.56,3,2
"3246",3246,1.54,27,56.66,23.89,"M","Analfabeto","Biológicas","não",0,3165.88,2,2
"3247",3247,1.45,26,53.03,25.22,"M","PósDoc","Exatas","não",0,2803.44,1,1
"3248",3248,1.41,30,51.39,25.85,"M","1º Grau","Humanas","sim",1,2639.29,1,0
"3249",3249,1.57,31,57.82,23.46,"M","3º Grau","Humanas","não",0,3282.32,0,0
"3250",3250,1.51,27,55.22,24.22,"F","Analfabeto","Humanas","não",0,3022.36,0,0
"3251",3251,1.47,29,53.95,24.97,"M","1º Grau","Humanas","não",0,2894.61,2,0
"3252",3252,1.59,27,58.44,23.12,"M","Analfabeto","Biológicas","não",0,3343.92,2,2
"3253",3253,1.52,28,55.72,24.12,"F","2º Grau","Humanas","sim",1,3071.9,3,0
"3254",3254,1.45,26,52.84,25.13,"F","Mestrado","Biológicas","não",0,2784.44,0,2
"3255",3255,1.65,25,61.05,22.42,"F","3º Grau","Exatas","sim",1,3605.3,1,1
"3256",3256,1.69,24,62.43,21.86,"M","Analfabeto","Exatas","sim",1,3743.43,2,1
"3257",3257,1.51,27,55.51,24.35,"M","Mestrado","Humanas","não",0,3050.84,3,0
"3258",3258,1.45,27,53.05,25.23,"M","Analfabeto","Biológicas","não",0,2804.6,1,2
"3259",3259,1.53,33,56.14,23.98,"M","2º Grau","Humanas","sim",1,3114.11,0,0
"3260",3260,1.45,26,53.19,25.3,"F","1º Grau","Biológicas","sim",1,2818.62,0,2
"3261",3261,1.5,26,55.18,24.52,"F","Doutorado","Humanas","sim",1,3018.11,3,0
"3262",3262,1.53,25,56.22,24.02,"M","Mestrado","Exatas","não",0,3121.84,3,1
"3263",3263,1.26,24,45.53,28.68,"F","Mestrado","Humanas","sim",1,2052.75,0,0
"3264",3264,1.46,27,53.38,25.04,"M","2º Grau","Humanas","não",0,2837.57,2,0
"3265",3265,1.45,30,53.04,25.23,"F","Analfabeto","Humanas","não",0,2803.86,1,0
"3266",3266,1.33,28,48.27,27.29,"F","PósDoc","Biológicas","sim",1,2326.97,2,2
"3267",3267,1.48,26,54.29,24.79,"M","3º Grau","Humanas","não",0,2928.97,3,0
"3268",3268,1.51,31,55.36,24.28,"M","Doutorado","Humanas","sim",1,3036.07,2,0
"3269",3269,1.34,27,48.62,27.08,"F","PósDoc","Exatas","não",0,2361.93,3,1
"3270",3270,1.49,26,54.47,24.53,"M","1º Grau","Humanas","não",0,2947.35,2,0
"3271",3271,1.29,30,46.8,28.12,"F","3º Grau","Humanas","não",0,2179.69,2,0
"3272",3272,1.7,28,63.11,21.84,"M","PósDoc","Humanas","não",0,3810.53,0,0
"3273",3273,1.49,28,54.7,24.64,"F","Mestrado","Exatas","não",0,2970.38,2,1
"3274",3274,1.57,25,57.78,23.44,"M","PósDoc","Biológicas","sim",1,3278.03,0,2
"3275",3275,1.47,29,53.89,24.94,"M","PósDoc","Exatas","sim",1,2889.14,0,1
"3276",3276,1.43,31,52.26,25.56,"F","1º Grau","Humanas","não",0,2726.02,2,0
"3277",3277,1.55,30,56.87,23.67,"M","2º Grau","Humanas","sim",1,3187.4,3,0
"3278",3278,1.61,30,59.51,22.96,"F","3º Grau","Humanas","não",0,3451.06,2,0
"3279",3279,1.4,29,50.83,25.93,"M","Doutorado","Humanas","não",0,2582.73,0,0
"3280",3280,1.48,27,54.33,24.8,"M","3º Grau","Humanas","não",0,2932.8,0,0
"3281",3281,1.46,31,53.37,25.04,"M","Analfabeto","Exatas","não",0,2836.77,2,1
"3282",3282,1.58,28,58.13,23.29,"M","Analfabeto","Biológicas","não",0,3313.19,2,2
"3283",3283,1.52,30,55.78,24.14,"M","Mestrado","Exatas","não",0,3077.76,3,1
"3284",3284,1.5,28,55.01,24.45,"F","2º Grau","Exatas","sim",1,3001.28,3,1
"3285",3285,1.37,28,49.65,26.45,"M","1º Grau","Humanas","não",0,2464.77,3,0
"3286",3286,1.44,25,52.52,25.33,"F","3º Grau","Exatas","não",0,2752.5,0,1
"3287",3287,1.47,27,53.86,24.92,"M","PósDoc","Humanas","sim",1,2885.96,0,0
"3288",3288,1.59,29,58.79,23.25,"M","Analfabeto","Exatas","sim",1,3379.2,2,1
"3289",3289,1.46,32,53.32,25.01,"M","3º Grau","Exatas","não",0,2832.43,0,1
"3290",3290,1.6,27,59.14,23.1,"M","3º Grau","Biológicas","não",0,3413.53,2,2
"3291",3291,1.47,26,53.66,24.83,"M","Mestrado","Exatas","não",0,2865.78,2,1
"3292",3292,1.43,32,52.05,25.45,"M","Analfabeto","Exatas","sim",1,2705.41,1,1
"3293",3293,1.66,30,61.22,22.22,"F","3º Grau","Humanas","sim",1,3621.89,1,0
"3294",3294,1.56,26,57.29,23.54,"F","Mestrado","Humanas","não",0,3229.46,0,0
"3295",3295,1.53,27,56.34,24.07,"M","Doutorado","Exatas","não",0,3134.43,1,1
"3296",3296,1.58,30,58.13,23.29,"F","Analfabeto","Biológicas","sim",1,3313.49,2,2
"3297",3297,1.62,29,59.97,22.85,"F","1º Grau","Humanas","sim",1,3497.07,2,0
"3298",3298,1.55,27,57.04,23.74,"M","PósDoc","Biológicas","não",0,3204.43,2,2
"3299",3299,1.48,27,54.32,24.8,"M","Analfabeto","Exatas","não",0,2931.82,2,1
"3300",3300,1.61,27,59.25,22.86,"M","Mestrado","Humanas","não",0,3425.27,3,0
"3301",3301,1.5,24,55.17,24.52,"M","3º Grau","Exatas","não",0,3017.14,0,1
"3302",3302,1.49,26,54.57,24.58,"F","1º Grau","Biológicas","não",0,2956.89,2,2
"3303",3303,1.56,26,57.4,23.59,"M","Analfabeto","Exatas","não",0,3240.1,2,1
"3304",3304,1.47,28,53.7,24.85,"M","Mestrado","Humanas","não",0,2870.36,0,0
"3305",3305,1.6,32,59,23.05,"F","PósDoc","Exatas","sim",1,3400.41,2,1
"3306",3306,1.52,29,55.74,24.13,"M","PósDoc","Biológicas","sim",1,3073.73,2,2
"3307",3307,1.3,28,47,27.81,"F","3º Grau","Exatas","não",0,2199.63,2,1
